743400921,505908122 888286660 640277593 465253232 
727816172,659295362 258262341 
148950157,135763651 128074234 884019561 044537468 549196490 
877827592,194737353 589311572 383798475 931114222 
200802849,177807073 909678985 111174827 541815643 
465253232,743400921 192133937 
354144059,320386767 037028859 163828796 967224314 265849053 
216277340,960772209 884878417 083198844 931610957 
054542540,966206253 961146112 
167739178,472552291 200802849 
121442473,967224314 553687784 
476110127,730109192 775300697 
884878417,293818770 156759595 708406473 647371110 006963463 
910165969,406071428 113108259 862029589 964046089 
480040631,884019561 109669361 126183503 289424278 
352273703,328944934 438073910 496013779 532708624 536045351 
361491607,535031802 
187203711,580568637 
104537788,600166503 797726939 
101635323,216484900 205776131 190663498 
618845789,811303319 
504485593,274038787 489149229 097489051 
284503850,513729714 906304524 413629207 227867175 
311122687,910165969 727816172 
864686680,622187164 699611267 346953067 262414086 
617580615,281496954 
871125172,591193407 293818770 699611267 
576987890,446652481 966167798 
715145500,549988295 279450364 
574607599,982028316 735303027 135763651 625404010 029122776 
196569855,693564903 312694883 473733885 786133971 707005705 
029122776,465253232 127728258 786133971 444855040 
961146112,054542540 442570368 175586125 
913088205,640277593 465253232 
407245442,679830451 
854568014,457147784 659295362 
128074234,535031802 647371110 162386169 606413391 
741094454,644591118 708406473 
700773675,708406473 364380817 983847618 318215587 530439907 
744825689,489262889 776385254 
293818770,884878417 871125172 700773675 368792199 
568277010,902312269 982655472 
253586817,606413391 406071428 982028316 958652474 884587798 
569403838,465253232 558304513 018914324 000850302 941296120 
303232364,644451701 
209503601,483552225 760322691 033426514 
735303027,574607599 476110127 468374946 
191810275,121442473 074155808 451320944 
563450906,604975355 
874704729,279450364 549988295 657924110 239325917 
344133650,249022242 635741878 
607053282,468254130 644591118 289424278 271484561 128074234 
000850302,569403838 854347703 066028721 760322691 
246431665,028359912 128074234 438073910 357342563 
240699800,287530848 383798475 
465177545,487376735 148950157 249407050 
175586125,129565470 416946355 907071310 083198844 799884272 
116336266,397702095 
845851743,384444513 535031802 547443727 293818770 156790727 
570829134,549196490 873512414 
352382594,702557590 617580615 864686680 964552909 
472552291,403472603 043040265 657924110 364380817 
657924110,874704729 472552291 
275036606,226209515 
589311572,877827592 967224314 290156649 939558744 
797726939,104537788 397702095 054651196 
635741878,344133650 444855040 
776385254,744825689 
135849537,685575057 
873608661,644591118 118175521 
920221739,240699800 699611267 476110127 702557590 
249407050,204362227 167739178 802500388 534468651 166747385 
113108259,910165969 837378365 
566582495,483552225 599955087 127728258 449675960 873512414 
896674367,871125172 873608661 287530848 
155435785,059815418 983847618 960378954 620685143 
054651196,261618545 483552225 067506945 
905068778,043758055 852752048 
627802591,506566194 082290220 083444574 272716524 
837438390,328944934 102146932 563450906 843636258 659486431 
469736767,156759595 964046089 824046284 121442473 290156649 
558304513,097489051 408131437 049718715 549196490 
775300697,446652481 647371110 290156649 
041511904,862029589 787214534 623467332 
069825874,712642771 
769184556,283313410 
075458609,540562719 534468651 
765581477,246526874 
429741769,368792199 810100052 536045351 979803654 045692875 
906304524,284503850 773935680 287530848 922047070 741094454 
998340245,504485593 
059220129,397702095 926234568 967224314 281532837 
357418621,786133971 
261618545,054651196 400301969 398173546 406952263 
481201326,507678617 368792199 577203239 545785484 702557590 
692089681,666511984 568277010 354590897 884019561 506566194 
776869453,618845789 730109192 862029589 635741878 
167828744,102146932 782768838 
477570055,790682590 402976999 640277593 775300697 361491607 
383798475,004882203 907071310 194737353 102146932 
141784554,544723253 225814150 041173109 044537468 
111174827,200802849 
545646013,444855040 
456782843,303232364 132878693 693903060 905068778 436493805 
320386767,354144059 888286660 
100794962,933806792 536870672 283313410 
933806792,100794962 730109192 743400921 802505376 769184556 
622187164,864686680 799884272 544723253 551460453 
074061398,909678985 529178565 489262889 
226808311,420050269 937977215 865645617 446652481 246431665 
199350344,216484900 600166503 357342563 468374946 741094454 
534468651,249407050 075458609 
577203239,481201326 501970702 
666511984,692089681 408131437 
656367897,176625540 039528389 810100052 512377552 
599955087,566582495 167739178 293818770 290156649 
960378954,155435785 364380817 870962071 805461245 
320480832,357418621 
083444574,627802591 339949432 
678537211,281496954 339949432 761800729 797726939 
946640824,877827592 964552909 
818736556,458855829 558906020 
973220224,532876750 
436493805,456782843 250264943 236116421 905068778 922700482 
216484900,101635323 199350344 
575770411,436495606 520907962 187980597 
217328719,226209515 896674367 871125172 
205776131,101635323 
724324638,545785484 322067016 644591118 428613653 
148015019,967742008 
496013779,352273703 291520689 790682590 659392768 776869453 
044537468,148950157 141784554 
549196490,864686680 871125172 
220002724,553687784 813716703 
967224314,354144059 121442473 059220129 
534807241,191810275 318215587 227867175 
247745575,824661812 
783135006,873608661 
797117011,805461245 403472603 690430629 444855040 
941296120,569403838 124931145 
964046089,910165969 469736767 449675960 998340245 
438073910,352273703 246431665 074155808 657813162 423032881 
129565470,175586125 236778668 737744271 913088205 
717699789,283313410 483552225 029280931 520382938 
289424278,480040631 607053282 100794962 320386767 786133971 
049718715,558304513 889462952 501970702 398217178 316923772 
551460453,622187164 666511984 
420050269,226808311 558906020 532876750 065839507 802505376 
365331409,281496954 534807241 225193771 406952263 
513729714,284503850 837378365 783135006 
937977215,226808311 118175521 934506871 
529178565,535031802 797117011 449675960 604975355 
261633968,607053282 101635323 873512414 
966206253,054542540 
939558744,589311572 536045351 
067506945,054651196 364380817 432227917 230692324 199087606 
960772209,216277340 432227917 000850302 
958652474,398217178 584718095 557353342 852752048 
857793955,828591767 544723253 922700482 258262341 
410213513,598715703 476110127 357540391 
544723253,141784554 622187164 
541815643,200802849 536045351 546282764 
909678985,200802849 679830451 468254130 544873684 536045351 
869682197,941296120 397702095 
